Region,X coordinate,Y coordinate,Radius
Ma'tan al-Sarra_Red Sea,33.9402409,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.959655,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.9790691,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.9984833,21.8611771,1
Ma'tan al-Sarra_Red Sea,34.0178974,21.8611771,1
Ma'tan al-Sarra_Red Sea,34.0373115,21.8611771,1
Ma'tan al-Sarra_Red Sea,34.0567256,21.8611771,1
Ma'tan al-Sarra_Red Sea,34.0761397,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.4354973,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.4549139,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.4743305,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.493747,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.5131636,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.5325801,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.5519967,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.5714133,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.5908298,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.6102464,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.6296629,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.6490795,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.6684961,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.6879126,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.7073292,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.7267458,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.7461623,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.7655789,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.7849954,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.804412,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.8238286,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.8432451,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.8626617,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.8820782,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.9014948,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.9209114,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.9403279,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.9597445,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.979161,21.8791951,1
Ma'tan al-Sarra_Red Sea,33.9985776,21.8791951,1
Ma'tan al-Sarra_Red Sea,34.0179942,21.8791951,1
Ma'tan al-Sarra_Red Sea,34.0374107,21.8791951,1
Ma'tan al-Sarra_Red Sea,34.0568273,21.8791951,1
Ma'tan al-Sarra_Red Sea,34.0762439,21.8791951,1
Ma'tan al-Sarra_Red Sea,34.0374107,21.8791951,4
Ma'tan al-Sarra_Red Sea,33.4161016,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.4355206,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.4549397,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.4743587,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.4937777,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.5131967,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.5326157,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.5520347,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.5714537,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.5908728,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.6102918,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.6297108,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.6491298,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.6685488,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.6879678,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.7073868,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.7268059,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.7462249,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.7656439,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.7850629,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.8044819,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.8239009,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.8433199,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.862739,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.882158,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.901577,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.920996,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.940415,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.959834,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.979253,21.8972132,1
Ma'tan al-Sarra_Red Sea,33.9986721,21.8972132,1
Ma'tan al-Sarra_Red Sea,34.0180911,21.8972132,1
Ma'tan al-Sarra_Red Sea,34.0375101,21.8972132,1
Ma'tan al-Sarra_Red Sea,34.0569291,21.8972132,1
Ma'tan al-Sarra_Red Sea,34.0763481,21.8972132,1
Ma'tan al-Sarra_Red Sea,34.0472196,21.8972132,5
Ma'tan al-Sarra_Red Sea,33.396701,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.4161225,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.435544,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.4549654,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.4743869,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.4938084,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.5132299,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.5326513,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.5520728,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.5714943,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.5909157,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.6103372,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.6297587,21.9152312,1
Ma'tan al-Sarra_Red Sea,33.6491801,21.9152312,1
